,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,san cristobal,40,VE,1600113028,46,7.77,-72.22,93.2,13.87
386,palana,13,RU,1600113029,94,59.12,159.97,41.31,4.83
387,san luis,0,AR,1600112866,19,-33.3,-66.34,71.62,11.39
388,morant bay,20,JM,1600113031,66,17.88,-76.41,89.6,20.8
389,kajaani,0,FI,1600113032,76,64.23,27.73,50.0,14.99
390,boralday,40,KZ,1600113034,67,43.36,76.86,57.2,2.24
391,north battleford,1,CA,1600112788,54,52.78,-108.28,59.0,9.17
392,saint-joseph,26,RE,1600113037,52,-21.37,55.62,66.2,19.46
393,smithfield,1,US,1600112945,43,41.92,-71.55,75.99,12.75
394,yantal,0,RU,1600113039,89,56.85,105.25,42.28,6.08
395,pringsewu,11,ID,1600113040,92,-5.36,104.97,72.45,3.02
396,sao joao da barra,0,BR,1600113041,57,-21.64,-41.05,80.6,20.8
397,soe,50,ID,1600113042,99,-9.86,124.28,60.96,4.94
398,berlevag,75,NO,1600113044,76,70.86,29.09,48.2,11.41
399,bejar,80,ES,1600113046,69,40.39,-5.76,69.01,3.0
400,chulman,100,RU,1600113047,94,56.85,124.91,50.76,1.48
401,samarai,100,PG,1600113048,84,-10.62,150.67,78.69,11.41
402,barranca,20,PE,1600113049,72,-10.75,-77.77,64.89,9.53
403,mizque,72,BO,1600113050,44,-17.94,-65.34,70.52,13.27
404,tommot,55,RU,1600113051,86,58.96,126.29,43.5,4.43
405,la asuncion,0,VE,1600113053,67,11.03,-63.86,86.07,14.56
406,boguchany,12,RU,1600113054,91,58.38,97.45,44.83,2.57
407,nichinan,100,JP,1600113055,88,31.6,131.37,71.01,0.38
408,monrovia,75,LR,1600113056,94,6.3,-10.8,78.8,3.36
409,rodrigues alves,90,BR,1600113057,94,-7.74,-72.65,78.8,3.36
410,saint george,1,US,1600113058,11,37.1,-113.58,96.01,6.93
411,cognac,0,FR,1600113059,39,45.5,-0.25,82.4,2.24
412,zhengjiatun,0,CN,1600113061,92,43.51,123.51,58.44,1.45
413,atar,87,MR,1600113062,13,20.52,-13.05,104.41,9.04
414,bogande,0,BF,1600113063,63,12.97,-0.14,82.69,7.36
415,cao bang,98,VN,1600113064,91,22.67,106.25,74.89,2.21
416,lazaro cardenas,32,MX,1600113065,67,17.96,-102.2,86.7,7.11
417,semey,94,KZ,1600113067,38,50.41,80.23,63.09,6.26
418,saint-georges,40,GD,1600112814,83,12.06,-61.75,82.4,5.82
419,awbari,0,LY,1600113070,28,26.59,12.78,83.5,7.0
420,saint-pierre,1,RE,1600113072,52,-21.34,55.48,66.2,19.46
421,sao felix do xingu,95,BR,1600113073,12,-6.64,-51.99,101.53,4.29
422,umm kaddadah,96,SD,1600113074,40,13.6,26.69,89.28,7.18
423,petawawa,40,CA,1600113076,47,45.9,-77.33,59.0,13.87
424,nieuw nickerie,30,SR,1600113077,71,5.95,-56.98,84.2,11.07
425,kungurtug,100,RU,1600113079,87,50.6,97.52,36.07,1.01
426,talnakh,100,RU,1600113080,93,69.49,88.4,46.4,6.71
427,port macquarie,75,AU,1600112823,93,-31.43,152.92,54.0,5.44
428,trofors,40,NO,1600113082,81,65.53,13.41,46.4,4.7
429,mehran,0,IR,1600113083,16,33.12,46.16,84.2,11.41
430,vila do maio,87,CV,1600113085,82,15.13,-23.22,81.03,11.61
431,murgab,0,TM,1600113087,43,37.5,61.97,69.8,2.24
432,swiecie,65,PL,1600113088,72,53.41,18.45,66.99,1.01
433,flagstaff,90,US,1600113036,17,35.2,-111.65,78.01,8.05
434,muli,25,MV,1600113090,77,2.92,73.57,82.45,8.48
435,acajutla,40,SV,1600113091,70,13.59,-89.83,84.2,4.7
436,ishigaki,47,JP,1600113092,75,24.34,124.16,83.62,8.12
437,jocon,40,HN,1600113094,88,15.28,-86.97,82.4,5.82
438,saint-leu,35,RE,1600113095,52,-21.15,55.28,66.2,19.46
439,general luna,100,PH,1600113096,87,13.69,122.17,79.0,7.54
440,aykhal,0,RU,1600113097,80,66.0,111.5,41.0,2.24
441,santa maria,40,BR,1600113098,39,-29.68,-53.81,62.6,6.93
442,mahon,0,ES,1600113100,83,39.89,4.27,75.2,6.93
443,gladenbach,22,DE,1600113101,78,50.77,8.57,64.99,1.66
444,trelew,8,AR,1600113102,23,-43.25,-65.31,71.6,21.32
445,nizwa,59,OM,1600113103,27,22.93,57.53,85.26,1.79
446,dori,0,BF,1600113104,43,14.04,-0.03,89.67,9.84
447,kalmunai,99,LK,1600113105,77,7.42,81.82,81.05,2.75
448,paracatu,1,BR,1600113107,23,-17.22,-46.87,88.93,5.59
449,makakilo city,1,US,1600113108,58,21.35,-158.09,82.4,5.82
450,vao,0,NC,1600113109,79,-22.67,167.48,69.15,18.23
451,manbij,0,SY,1600113110,64,36.53,37.95,75.2,9.28
452,nioro,14,GM,1600113111,72,13.35,-15.75,83.23,2.33
453,presidente medici,1,BR,1600113113,9,-11.18,-61.9,107.53,6.17
454,coahuayana,40,MX,1600113115,83,18.73,-103.68,80.6,6.73
455,narsaq,75,GL,1600113116,41,60.92,-46.05,42.8,2.24
456,naryan-mar,40,RU,1600113117,92,67.67,53.09,45.05,6.26
457,vredendal,0,ZA,1600113118,71,-31.67,18.5,52.56,6.42
458,nauen,15,DE,1600113119,10,52.61,12.87,71.01,4.16
459,pilar,75,BR,1600113121,74,-9.6,-35.96,78.8,10.29
460,merauke,95,ID,1600113122,83,-8.47,140.33,74.48,12.39
461,sioux lookout,90,CA,1600113005,54,50.1,-91.92,55.4,6.93
462,charters towers,0,AU,1600113124,93,-20.1,146.27,58.08,7.0
463,dioknisi,40,GE,1600113125,94,41.63,42.39,73.4,2.24
464,adrar,77,MR,1600113127,12,20.5,-10.07,102.83,5.73
465,capreol,90,CA,1600113128,47,46.71,-80.92,59.0,9.17
466,benguela,96,AO,1600113130,78,-12.58,13.41,71.44,4.56
467,gurupa,95,BR,1600113131,41,-1.41,-51.64,93.88,2.53
468,mount gambier,90,AU,1600113132,93,-37.83,140.77,46.4,4.7
469,padang,100,ID,1600113133,72,-0.95,100.35,78.13,1.88
470,farafangana,49,MG,1600113134,88,-22.82,47.83,67.98,10.13
471,nacala,0,MZ,1600113135,85,-14.54,40.67,71.22,3.89
472,dong xoai,100,VN,1600113136,97,11.53,106.92,72.9,2.62
473,adre,88,TD,1600113138,74,13.47,22.2,76.87,5.12
474,birjand,0,IR,1600113043,17,32.87,59.22,62.6,13.87
475,sovetskaya gavan,0,RU,1600113142,81,48.97,140.29,48.52,5.7
476,olympia,90,US,1600112907,72,47.04,-122.9,69.01,3.36
477,kismayo,78,SO,1600113144,84,-0.36,42.55,77.63,14.81
478,concarneau,97,FR,1600113145,88,47.88,-3.92,66.2,1.12
479,srednekolymsk,0,RU,1600113147,86,67.45,153.68,39.09,6.67
480,dajal,6,PK,1600113149,24,29.56,70.38,96.37,11.54
481,komsomolskiy,24,UZ,1600113150,52,40.43,71.72,69.8,4.7
482,pangnirtung,75,CA,1600113151,70,66.15,-65.71,42.8,12.75
483,belaya gora,23,RU,1600113152,84,68.53,146.42,40.75,8.63
484,werda,0,BW,1600113153,26,-25.27,23.28,66.58,18.5
485,puerto penasco,0,MX,1600113154,75,31.32,-113.53,86.0,8.99
